adm1_name,year_month,value,indicator,date,country
Garissa,2017-05,8,conflict_events,2017-05-01,Kenya
Garissa,2017-06,2,conflict_events,2017-06-01,Kenya
Garissa,2017-07,2,conflict_events,2017-07-01,Kenya
Garissa,2017-08,7,conflict_events,2017-08-01,Kenya
Garissa,2017-10,3,conflict_events,2017-10-01,Kenya
Garissa,2017-11,1,conflict_events,2017-11-01,Kenya
Garissa,2017-12,1,conflict_events,2017-12-01,Kenya
Garissa,2018-01,1,conflict_events,2018-01-01,Kenya
Garissa,2018-06,1,conflict_events,2018-06-01,Kenya
Garissa,2018-07,4,conflict_events,2018-07-01,Kenya
Garissa,2018-09,2,conflict_events,2018-09-01,Kenya
Garissa,2018-11,3,conflict_events,2018-11-01,Kenya
Garissa,2019-01,1,conflict_events,2019-01-01,Kenya
Garissa,2019-03,1,conflict_events,2019-03-01,Kenya
Garissa,2019-06,1,conflict_events,2019-06-01,Kenya
Garissa,2019-07,1,conflict_events,2019-07-01,Kenya
Garissa,2019-09,2,conflict_events,2019-09-01,Kenya
Garissa,2019-10,1,conflict_events,2019-10-01,Kenya
Garissa,2019-11,1,conflict_events,2019-11-01,Kenya
Garissa,2019-12,3,conflict_events,2019-12-01,Kenya
Garissa,2020-01,3,conflict_events,2020-01-01,Kenya
Garissa,2020-02,6,conflict_events,2020-02-01,Kenya
Garissa,2020-03,5,conflict_events,2020-03-01,Kenya
Garissa,2020-05,1,conflict_events,2020-05-01,Kenya
Garissa,2020-07,3,conflict_events,2020-07-01,Kenya
Garissa,2020-08,1,conflict_events,2020-08-01,Kenya
Garissa,2020-12,2,conflict_events,2020-12-01,Kenya
Garissa,2021-06,1,conflict_events,2021-06-01,Kenya
Garissa,2021-08,1,conflict_events,2021-08-01,Kenya
Garissa,2021-12,2,conflict_events,2021-12-01,Kenya
Garissa,2022-01,2,conflict_events,2022-01-01,Kenya
Garissa,2022-02,4,conflict_events,2022-02-01,Kenya
Garissa,2022-03,6,conflict_events,2022-03-01,Kenya
Garissa,2022-04,1,conflict_events,2022-04-01,Kenya
Garissa,2022-05,1,conflict_events,2022-05-01,Kenya
Garissa,2022-06,7,conflict_events,2022-06-01,Kenya
Garissa,2022-07,3,conflict_events,2022-07-01,Kenya
Garissa,2022-08,1,conflict_events,2022-08-01,Kenya
Garissa,2022-11,2,conflict_events,2022-11-01,Kenya
Garissa,2022-12,4,conflict_events,2022-12-01,Kenya
Garissa,2023-01,5,conflict_events,2023-01-01,Kenya
Garissa,2023-02,7,conflict_events,2023-02-01,Kenya
Garissa,2023-04,1,conflict_events,2023-04-01,Kenya
Garissa,2023-05,3,conflict_events,2023-05-01,Kenya
Garissa,2023-06,3,conflict_events,2023-06-01,Kenya
Garissa,2023-07,5,conflict_events,2023-07-01,Kenya
Garissa,2023-08,6,conflict_events,2023-08-01,Kenya
Garissa,2023-09,8,conflict_events,2023-09-01,Kenya
Garissa,2023-10,10,conflict_events,2023-10-01,Kenya
Garissa,2023-11,5,conflict_events,2023-11-01,Kenya
Garissa,2023-12,6,conflict_events,2023-12-01,Kenya
Garissa,2024-01,3,conflict_events,2024-01-01,Kenya
Garissa,2024-02,4,conflict_events,2024-02-01,Kenya
Garissa,2024-03,5,conflict_events,2024-03-01,Kenya
Garissa,2024-04,4,conflict_events,2024-04-01,Kenya
Garissa,2024-05,2,conflict_events,2024-05-01,Kenya
Garissa,2024-06,3,conflict_events,2024-06-01,Kenya
Garissa,2024-07,3,conflict_events,2024-07-01,Kenya
Garissa,2024-08,4,conflict_events,2024-08-01,Kenya
Garissa,2024-09,4,conflict_events,2024-09-01,Kenya
Garissa,2024-11,4,conflict_events,2024-11-01,Kenya
Garissa,2024-12,2,conflict_events,2024-12-01,Kenya
Garissa,2025-01,1,conflict_events,2025-01-01,Kenya
Garissa,2025-02,2,conflict_events,2025-02-01,Kenya
Garissa,2025-03,4,conflict_events,2025-03-01,Kenya
Garissa,2025-04,1,conflict_events,2025-04-01,Kenya
Garissa,2025-05,2,conflict_events,2025-05-01,Kenya
Garissa,2025-06,3,conflict_events,2025-06-01,Kenya
Garissa,2025-07,2,conflict_events,2025-07-01,Kenya
Garissa,2025-08,2,conflict_events,2025-08-01,Kenya
Garissa,2025-09,2,conflict_events,2025-09-01,Kenya
Garissa,2025-10,2,conflict_events,2025-10-01,Kenya
Garissa,2025-11,4,conflict_events,2025-11-01,Kenya
Garissa,2025-12,4,conflict_events,2025-12-01,Kenya
Garissa,2026-01,7,conflict_events,2026-01-01,Kenya
Garissa,2026-02,5,conflict_events,2026-02-01,Kenya
Garissa,2026-03,1,conflict_events,2026-03-01,Kenya
Isiolo,2000-03,1,conflict_events,2000-03-01,Kenya
Isiolo,2000-04,1,conflict_events,2000-04-01,Kenya
Isiolo,2000-05,5,conflict_events,2000-05-01,Kenya
Isiolo,2000-06,1,conflict_events,2000-06-01,Kenya
Isiolo,2000-08,1,conflict_events,2000-08-01,Kenya
Isiolo,2000-09,2,conflict_events,2000-09-01,Kenya
Isiolo,2000-12,1,conflict_events,2000-12-01,Kenya
Isiolo,2001-01,2,conflict_events,2001-01-01,Kenya
Isiolo,2002-01,3,conflict_events,2002-01-01,Kenya
Isiolo,2002-07,1,conflict_events,2002-07-01,Kenya
Isiolo,2002-09,3,conflict_events,2002-09-01,Kenya
Isiolo,2002-10,1,conflict_events,2002-10-01,Kenya
Isiolo,2003-03,2,conflict_events,2003-03-01,Kenya
Isiolo,2004-04,1,conflict_events,2004-04-01,Kenya
Isiolo,2005-07,1,conflict_events,2005-07-01,Kenya
Isiolo,2005-10,1,conflict_events,2005-10-01,Kenya
Isiolo,2006-04,2,conflict_events,2006-04-01,Kenya
Isiolo,2007-12,1,conflict_events,2007-12-01,Kenya
Isiolo,2008-09,1,conflict_events,2008-09-01,Kenya
Isiolo,2008-12,1,conflict_events,2008-12-01,Kenya
Isiolo,2009-01,4,conflict_events,2009-01-01,Kenya
Isiolo,2009-04,2,conflict_events,2009-04-01,Kenya
Isiolo,2009-06,6,conflict_events,2009-06-01,Kenya
Isiolo,2009-07,2,conflict_events,2009-07-01,Kenya
Isiolo,2009-10,1,conflict_events,2009-10-01,Kenya
Isiolo,2009-11,2,conflict_events,2009-11-01,Kenya
Isiolo,2009-12,1,conflict_events,2009-12-01,Kenya
Isiolo,2010-04,1,conflict_events,2010-04-01,Kenya
Isiolo,2011-06,1,conflict_events,2011-06-01,Kenya
Isiolo,2011-10,1,conflict_events,2011-10-01,Kenya
Isiolo,2012-02,1,conflict_events,2012-02-01,Kenya
Isiolo,2012-07,2,conflict_events,2012-07-01,Kenya
Isiolo,2012-11,2,conflict_events,2012-11-01,Kenya
Isiolo,2013-02,1,conflict_events,2013-02-01,Kenya
